"id","ten_file_anh","wrist","thumb_cmc","thumb_mcp","thumb_ip","thumb_tip","index_finger_mcp","index_finger_pip","index_finger_dip","index_finger_tip","middle_finger_mcp","middle_finger_pip","middle_finger_dip","middle_finger_tip","ring_finger_mcp","ring_finger_pip","ring_finger_dip","ring_finger_tip","pinky_mcp","pinky_pip","pinky_dip","pinky_tip"
1,"WIN_20231128_14_39_53_Pro.jpg","0.72531;0.87145;-4.743e-07","0.67929;0.82144;-0.0251503419","0.64516;0.72502;-0.0460180268","0.65945;0.65334;-0.0668325499","0.70416;0.64895;-0.0863085911","0.69528;0.55861;-0.0463809259","0.69718;0.41537;-0.0823707581","0.70478;0.31268;-0.106367372","0.71256;0.2294;-0.1246035695","0.75291;0.54887;-0.0493049882","0.71461;0.64355;-0.0962978005","0.69076;0.7478;-0.1015177518","0.68189;0.80524;-0.0964743868","0.79504;0.59121;-0.0549684726","0.74279;0.71537;-0.0908442289","0.71863;0.78412;-0.0751041099","0.71147;0.81227;-0.0575734787","0.83;0.65707;-0.0647983998","0.781;0.74325;-0.0884970427","0.75819;0.79468;-0.0784952343","0.75452;0.81196;-0.0645079613"
2,"WIN_20231128_14_39_57_Pro.jpg","0.91486;0.79387;-1.708e-07","0.87817;0.72039;-0.044385761","0.86815;0.60152;-0.0664707646","0.90653;0.51324;-0.0859314576","0.95605;0.472;-0.1037666574","0.88597;0.45481;-0.0331953764","0.8877;0.29543;-0.0699563771","0.89698;0.1848;-0.096746482","0.90569;0.09411;-0.114938505","0.93956;0.47761;-0.0290928055","0.96468;0.46109;-0.0919844881","0.94209;0.58263;-0.1104155555","0.91376;0.67379;-0.1062496603","0.98706;0.52156;-0.0302305054","1.00552;0.51392;-0.0894590616","0.96962;0.62045;-0.0821694285","0.93849;0.69401;-0.0592658781","1.02456;0.5772;-0.0350501388","1.04142;0.55667;-0.0765416995","1.00938;0.63615;-0.0678840801","0.98276;0.69492;-0.0486255623"
3,"WIN_20231128_14_39_59_Pro.jpg","0.82463;0.76454;-4.805e-07","0.77748;0.69744;-0.0264869034","0.74806;0.57837;-0.0440898091","0.7712;0.47684;-0.0629015341","0.81676;0.42999;-0.0807426274","0.78127;0.42044;-0.0280685574","0.77622;0.26795;-0.0646173954","0.78141;0.16475;-0.0894116461","0.78787;0.08079;-0.1065900177","0.83566;0.41423;-0.0317725949","0.82116;0.44366;-0.0907186642","0.80443;0.56892;-0.1043586209","0.79243;0.65347;-0.0995498821","0.88293;0.44139;-0.0392386504","0.86442;0.49773;-0.0898755416","0.83897;0.60868;-0.0774655268","0.8244;0.67427;-0.0551864244","0.925;0.48845;-0.0502464622","0.90631;0.52472;-0.0822783634","0.8793;0.60323;-0.0726513714","0.86762;0.64497;-0.0556597486"
4,"WIN_20231128_14_40_01_Pro.jpg","0.67919;0.72531;-3.472e-07","0.63378;0.67825;-0.0261918772","0.59285;0.565;-0.0436442681","0.59551;0.4594;-0.0610465854","0.64369;0.42727;-0.0782356858","0.63552;0.40838;-0.0311554335","0.63152;0.25978;-0.0647728592","0.63759;0.15713;-0.0887435079","0.64398;0.07526;-0.1061335877","0.68729;0.39776;-0.0330680311","0.65585;0.43134;-0.087467581","0.63776;0.5521;-0.099013716","0.6272;0.63543;-0.0935768783","0.73006;0.42485;-0.0380384587","0.69455;0.48521;-0.0851250291","0.67627;0.59369;-0.0729887933","0.66756;0.66171;-0.0513051525","0.76794;0.47184;-0.0460484549","0.73256;0.51135;-0.0763152614","0.71163;0.59045;-0.0663980916","0.70624;0.6369;-0.0491349772"
5,"WIN_20231128_14_40_02_Pro.jpg","0.51923;0.72301;-2.953e-07","0.48484;0.68408;-0.0254077073","0.4481;0.585;-0.0458940305","0.4357;0.50708;-0.0673319995","0.45317;0.46014;-0.0911452398","0.50445;0.42036;-0.0335021168","0.49464;0.30654;-0.0709032565","0.49389;0.21271;-0.1009374559","0.49527;0.13226;-0.123264268","0.55268;0.42188;-0.040824499","0.48849;0.44625;-0.1001194119","0.45664;0.56924;-0.1177174672","0.44558;0.65113;-0.1167451367","0.58856;0.46093;-0.0512364581","0.51764;0.50528;-0.1058393568","0.50085;0.61775;-0.0955326632","0.50129;0.68859;-0.0739909187","0.61922;0.51618;-0.0639994442","0.55704;0.52889;-0.1020487845","0.53781;0.60451;-0.0915807635","0.53818;0.65392;-0.073202759"
6,"WIN_20231128_14_40_03_Pro.jpg","0.37328;0.73366;-3.068e-07","0.33287;0.68271;-0.0178732183","0.29717;0.58221;-0.0387509465","0.27638;0.50769;-0.0628208444","0.28667;0.46754;-0.0895900354","0.37691;0.41646;-0.0280431639","0.35198;0.31425;-0.0624726526","0.34399;0.22222;-0.0873560458","0.34279;0.14159;-0.106126979","0.41783;0.43005;-0.0408309139","0.32391;0.4481;-0.0939989462","0.30049;0.5769;-0.1025241315","0.30631;0.65476;-0.0967804119","0.44581;0.47715;-0.0567022748","0.34649;0.50878;-0.109238483","0.33638;0.62574;-0.0937600732","0.35105;0.69854;-0.0695034564","0.464;0.53848;-0.0745344162","0.38373;0.53592;-0.1145461053","0.36707;0.60931;-0.1047669351","0.37637;0.661;-0.0869853273"
7,"WIN_20231128_14_40_04_Pro.jpg","0.29436;0.75231;-3.503e-07","0.23458;0.68671;-0.0048566647","0.19459;0.58442;-0.0215871204","0.16548;0.51178;-0.0442123339","0.15587;0.4607;-0.0703522265","0.28534;0.41392;-0.0154894376","0.24513;0.31861;-0.0445854142","0.22906;0.22931;-0.06517037","0.22192;0.15533;-0.0807191059","0.31286;0.43186;-0.0333585329","0.20441;0.44088;-0.0778984204","0.17962;0.56534;-0.0846498907","0.18342;0.64624;-0.0800216123","0.33124;0.4733;-0.053152699","0.22021;0.49865;-0.0986431912","0.21994;0.61648;-0.0835050046","0.2426;0.68537;-0.0617635213","0.34395;0.52778;-0.0737149641","0.25329;0.53466;-0.1108011901","0.24579;0.61275;-0.1020517722","0.26555;0.66206;-0.0862141252"
8,"WIN_20231128_14_40_05_Pro.jpg","0.16835;0.71969;-3.053e-07","0.10602;0.65328;0.00182542","0.06996;0.56572;-0.0115773547","0.03838;0.50508;-0.031726785","0.0173;0.44337;-0.0545025878","0.15425;0.39762;-0.0098951617","0.12869;0.29261;-0.0350599475","0.11894;0.20474;-0.0551991314","0.11511;0.1271;-0.0718783736","0.18284;0.40959;-0.028731456","0.06781;0.42497;-0.0674921349","0.04443;0.52951;-0.0776087865","0.05097;0.59419;-0.0790574551","0.19525;0.45296;-0.048441723","0.07639;0.48567;-0.0855821818","0.06817;0.58292;-0.0747286007","0.08328;0.64699;-0.06007291","0.19573;0.51129;-0.068769455","0.10058;0.52319;-0.1026289538","0.0859;0.58693;-0.0995211527","0.09432;0.63697;-0.0894840881"
9,"WIN_20231128_14_40_09_Pro.jpg","0.0877;0.74621;-6.07e-08","0.14314;0.63949;-0.0017043141","0.16242;0.51373;-0.0059094885","0.15375;0.40282;-0.0072034467","0.11961;0.35876;-0.0094445422","0.11226;0.43314;-0.0427089855","0.1091;0.24852;-0.0531877801","0.10691;0.14649;-0.0575664416","0.10121;0.06615;-0.0608016662","0.05608;0.43536;-0.0402598195","0.07346;0.3693;-0.0429949164","0.08653;0.41882;-0.0344900265","0.08894;0.45963;-0.0311810654","0.014;0.4636;-0.0340435132","0.03257;0.41582;-0.0309164058","0.04754;0.45506;-0.017105598","0.05267;0.49881;-0.0115482388","-0.01979;0.49463;-0.0274479352","-0.00802;0.44979;-0.0214602426","0.00476;0.48467;-0.0077679176","0.00724;0.52382;0.001871747"
10,"WIN_20231128_14_40_11_Pro.jpg","0.16513;0.99015;2.88e-07","0.20918;0.89002;-0.0137572233","0.22313;0.76991;-0.0254759751","0.21198;0.66965;-0.0313552655","0.18201;0.63685;-0.0365235582","0.17147;0.77689;-0.0598265491","0.16247;0.60571;-0.0743282512","0.15821;0.51103;-0.076738134","0.14978;0.43446;-0.0777291879","0.12152;0.79421;-0.0552026741","0.14112;0.64954;-0.067481041","0.16421;0.6689;-0.0606322996","0.16994;0.71202;-0.0551886708","0.08404;0.80993;-0.0473368019","0.11594;0.6881;-0.0499845818","0.13313;0.70877;-0.0351253673","0.13339;0.74876;-0.027082691","0.0595;0.8212;-0.0405433998","0.08853;0.7291;-0.0383423306","0.105;0.74797;-0.0277472679","0.1057;0.78366;-0.021045994"
